Retail Pharmacy Partner Name,Address 1,City,County,State,Zip Code,Vaccine,Date,Doses,Georeferenced Latitude & Longitude
Rite Aid 03602,5675 York Road,New Oxford,Adams,PA,17350,Moderna Vaccine,08/17/2021,280,POINT (-77.042363 39.867097)
Rite Aid 11097,642 Easton Road,Warrington,Bucks,PA,18976,Pfizer Vaccine,08/17/2021,450,POINT (-75.138823 40.229421)
Walmart Pharmacy #2480,723a Old Willow Ave,Honesdale,Wayne,PA,18431,Moderna Vaccine,08/17/2021,140,POINT (-75.226803 41.553922)
Rite Aid 01514,404 Third Street,California,Washington,PA,15419,Pfizer Vaccine,08/17/2021,450,POINT (-79.889582 40.066419)
The Giant Company Store # 6279,277 Hershey Road,Hummelstown,Dauphin,PA,17036,Moderna Vaccine,08/17/2021,140,POINT (-76.698205 40.311635)
Walmart Pharmacy #2263,233 Shoemaker Rd,Pottstown,Montgomery,PA,19464,Moderna Vaccine,08/17/2021,140,POINT (-75.664826 40.255266)
Walmart Pharmacy #1537,1270 York Rd,Gettysburg,Adams,PA,17325,Moderna Vaccine,08/17/2021,140,POINT (-77.201265 39.844025)
Wegmans Food Markets Inc.,1315 Cold Spring Road,Scranton,Lackawanna,PA,18508,Moderna Vaccine,08/17/2021,140,
Cvs Store #10045,2239 Perkiomen Ave.,Reading,Berks,PA,19606,Pfizer Vaccine,08/17/2021,450,POINT (-75.892787 40.327858)
Cvs Store #16632,315 Colonnade Blvd,State College,Centre,PA,16803,Moderna Vaccine,08/17/2021,140,POINT (-77.905855 40.811367)
Giant Eagle Inc.,254 Yost Blvd.,Pittsburgh,Allegheny,PA,15221,Moderna Vaccine,08/17/2021,140,POINT (-79.855079 40.413274)
Sav-on Pharmacy,48 West Rd,Newtown,Bucks,PA,18940,Moderna Vaccine,08/17/2021,140,POINT (-74.943755 40.23436)
Giant Eagle Inc.,1025 Washington Pike,Bridgeville,Allegheny,PA,15017,Moderna Vaccine,08/17/2021,140,POINT (-80.108605 40.365296)
Giant Eagle Inc.,419 South Main Street,Greenville,Mercer,PA,16125,Moderna Vaccine,08/17/2021,140,POINT (-80.371204 41.41001)
The Giant Company Store # 6043,1880 Leithsville Rd,Hellertown,Northampton,PA,18055,Moderna Vaccine,08/17/2021,140,POINT (-75.339414 40.562858)
Rite Aid 11076,420 Tioga West Plz Ste 110,Tunkhannock,Wyoming,PA,18657,Moderna Vaccine,08/17/2021,280,POINT (-75.961678 41.541881)
Rite Aid 11043,901 Northampton Street,Easton,Northampton,PA,18042,Pfizer Vaccine,08/17/2021,450,POINT (-75.221318 40.690655)
Rite Aid 02271,"4135 North George Street, Ext.",Manchester,York,PA,17345,Pfizer Vaccine,08/17/2021,450,POINT (-76.724318 40.043867)
The Giant Company Store # 6255,801 South 25th Street,Easton,Northampton,PA,18045,Moderna Vaccine,08/17/2021,140,POINT (-75.24666 40.677356)
Sams Pharmacy #6536,901 Airport Center Dr,Allentown,Lehigh,PA,18109,Moderna Vaccine,08/17/2021,140,POINT (-75.439019 40.638943)
Cvs Store #04029,1181 Freedom Rd.,Cranberry Township,Butler,PA,16066,Pfizer Vaccine,08/17/2021,450,POINT (-80.124438 40.68205)
Rite Aid 10949,5410 Keeport Drive,Pittsburgh,Allegheny,PA,15236,Pfizer Vaccine,08/17/2021,450,POINT (-79.97906 40.337043)
Rxxpress Health Mart Pharmacy,111 Mill Street,Grove City,Mercer,PA,16127,Moderna Vaccine,08/17/2021,140,POINT (-80.088992 41.161823)
Rite Aid 00696,15 West Centre Street,Mahanoy City,Schuylkill,PA,17948,Moderna Vaccine,08/17/2021,280,POINT (-76.14186 40.812696)
Rite Aid 10915,109 Allegheny River Blvd.,Oakmont,Allegheny,PA,15139,Pfizer Vaccine,08/17/2021,450,POINT (-79.843382 40.512371)
Giant Eagle Inc.,1300 Country Club Road,Monongahela,Washington,PA,15063,Moderna Vaccine,08/17/2021,140,POINT (-79.916074 40.171721)
Walmart Pharmacy #2540,63 Perkins Rd,Clarion,Clarion,PA,16214,Moderna Vaccine,08/17/2021,140,POINT (-79.39467 41.189983)
Cvs Store #04216,1407 Buffalo Road,Erie,Erie,PA,16503,Pfizer Vaccine,08/17/2021,450,POINT (-80.044372 42.128452)
The Giant Company Store # 6463,173 Holly Road,Gilbertsville,Montgomery,PA,19525,Moderna Vaccine,08/17/2021,140,POINT (-75.620261 40.334647)
Cvs Store #01282,317 W. Lancaster Ave.,Ardmore,Montgomery,PA,19003,Moderna Vaccine,08/17/2021,140,POINT (-75.296991 40.010892)
Cvs Store #02053,"301-d Main St, Hempfield S/c",Landisville,Lancaster,PA,17538,Moderna Vaccine,08/17/2021,140,POINT (-76.136509 40.199913)
Rite Aid 10933,1956 Greentree Road,Pittsburgh,Allegheny,PA,15220,Pfizer Vaccine,08/17/2021,450,POINT (-80.066315 40.395218)
The Giant Company Store # 6524,2121 South Atherton Street,State College,Centre,PA,16801,Moderna Vaccine,08/17/2021,140,POINT (-77.831339 40.78488)
The Giant Company Store # 6324,4001 New Falls Rd,Levittown,Bucks,PA,19056,Moderna Vaccine,08/17/2021,140,POINT (-74.886105 40.133238)
Walmart Pharmacy #2024,808 Hunter Hwy,Tunkhannock,Wyoming,PA,18657,Moderna Vaccine,08/17/2021,140,POINT (-75.949808 41.525802)
Rite Aid 11059,1241 Blakeslee Boulevard. Dr. E,Lehighton,Carbon,PA,18235,Pfizer Vaccine,08/17/2021,450,POINT (-75.732829 40.815924)
Alotad Inc Dba The Hometown Pharmac,49 Pine Grove Sq,Grove City,Mercer,PA,16127,Moderna Vaccine,08/17/2021,140,POINT (-80.111412 41.167134)
Cvs Store #01191,"101 Easton Rd., Suite B",Horsham,Montgomery,PA,19044,Moderna Vaccine,08/17/2021,420,POINT (-75.127935 40.171621)
Boothwyn Apothecary,2341 Chichester Ave,Boothwyn,Delaware,PA,19061,Moderna Vaccine,08/17/2021,280,POINT (-75.438915 39.830586)
Rite Aid 06733,503 Clifton Road,Bethel Park,Allegheny,PA,15102,Pfizer Vaccine,08/17/2021,450,POINT (-80.064689 40.311975)
Rite Aid 10937,623 Smithfield Street,Pittsburgh,Allegheny,PA,15222,Pfizer Vaccine,08/17/2021,450,POINT (-79.997501 40.441804)
Cvs Store #01916,1101 N Atherton St,State College,Centre,PA,16803,Pfizer Vaccine,08/17/2021,450,POINT (-77.879976 40.801386)
Sav-on Pharmacy,3951 Lincoln Hwy,Downingtown,Chester,PA,19335,Moderna Vaccine,08/17/2021,140,POINT (-75.740465 39.996905)
Sams Pharmacy #8161,2801 E Market St,York,York,PA,17402,Moderna Vaccine,08/17/2021,140,POINT (-76.673255 39.975306)
Cvs Store #04003,311 5th Ave,Mckeesport,Allegheny,PA,15132,Moderna Vaccine,08/17/2021,140,POINT (-79.864503 40.351039)
Cvs Store #01046,927 Providence Road,Secane,Delaware,PA,19018,Pfizer Vaccine,08/17/2021,450,POINT (-75.301585 39.917859)
Rite Aid 03586,111 North Plaza,Apollo,Westmoreland,PA,15613,Moderna Vaccine,08/17/2021,280,POINT (-79.566605 40.582017)
Rite Aid 00208,15 South Main Street,Shenandoah,Schuylkill,PA,17976,Moderna Vaccine,08/17/2021,280,POINT (-76.201201 40.820351)
Cvs Store #03011,1799 Dekalb Pike,Blue Bell,Montgomery,PA,19422,Moderna Vaccine,08/17/2021,140,POINT (-75.30739 40.148954)
Walgreens Store #10917,6906 University Blvd,Moon Township,Allegheny,PA,15108,Pfizer Vaccine,08/17/2021,450,POINT (-80.220841 40.51735)
The Giant Company Store # 6074,3015 W Emmaus Avenue,Allentown,Lehigh,PA,18103,Moderna Vaccine,08/17/2021,140,POINT (-75.481717 40.557741)
Hope Pharmacy,7050 Terminal Sq.,Upper Darby,Delaware,PA,19082,Moderna Vaccine,08/17/2021,140,POINT (-75.26293 39.961451)
Giant Eagle Inc.,155 Towne Centre Blvd,Wexford,Allegheny,PA,15090,Moderna Vaccine,08/17/2021,140,POINT (-80.054409 40.631533)
Rite Aid 11045,601 South 25th Street,Easton,Northampton,PA,18045,Pfizer Vaccine,08/17/2021,450,POINT (-75.247875 40.681455)
Cvs Store #00147,1109 West Chester Pike,Havertown,Delaware,PA,19083,Moderna Vaccine,08/17/2021,140,POINT (-75.314597 39.972269)
Walgreens Store #10786,100 Cavasina Dr,Canonsburg,Washington,PA,15317,Moderna Vaccine,08/17/2021,140,POINT (-80.174424 40.262552)
Rite Aid 00558,1441 Old York Road,Abington,Montgomery,PA,19001,Pfizer Vaccine,08/17/2021,450,POINT (-75.117243 40.123261)
Walmart Pharmacy #5495,50 N Macdade Blvd,Glenolden,Delaware,PA,19036,Moderna Vaccine,08/17/2021,140,POINT (-75.290723 39.90571)
Rite Aid 11027,1430 Baltimore Street,Hanover,York,PA,17331,Pfizer Vaccine,08/17/2021,450,POINT (-76.960417 39.77211)
Cvs Store #02568,"590 W Trenton Ave.,",Morrisville,Bucks,PA,19067,Moderna Vaccine,08/17/2021,140,POINT (-74.801474 40.208297)
Rite Aid 00790,1305 West Chester Pike Suite 8,Havertown,Delaware,PA,19083,Pfizer Vaccine,08/17/2021,450,POINT (-75.321468 39.973462)
Rite Aid 00467,525 Penn Avenue,West Reading,Berks,PA,19611,Pfizer Vaccine,08/17/2021,450,POINT (-75.94817 40.33574)
Sams Pharmacy #6533,381 Benner Pike,State College,Centre,PA,16801,Moderna Vaccine,08/17/2021,140,POINT (-77.803832 40.832139)
Cvs Store #02131,3943 Hulmeville Rd,Bensalem,Bucks,PA,19020,Moderna Vaccine,08/17/2021,140,POINT (-74.936365 40.10927)
Cvs Store #10825,2400 Butler Pike,Plymouth Meeting,Montgomery,PA,19462,Moderna Vaccine,08/17/2021,140,POINT (-75.272638 40.109063)
Sams Pharmacy #8160,5314 Allentown Pike,Temple,Berks,PA,19560,Moderna Vaccine,08/17/2021,140,POINT (-75.924069 40.412416)
Cvs Store #01600,88 Brooklyn Street,Carbondale,Lackawanna,PA,18407,Pfizer Vaccine,08/17/2021,450,POINT (-75.512232 41.566965)
Rite Aid 11048,110 Main Street,Hellertown,Northampton,PA,18055,Pfizer Vaccine,08/17/2021,450,POINT (-75.341315 40.572618)
Giant Eagle Inc.,5142 Route 30,Greensburg,Westmoreland,PA,15601,Moderna Vaccine,08/17/2021,140,POINT (-79.497807 40.302329)
Sav-on Pharmacy,121 E City Line Ave,Bala Cynwyd,Montgomery,PA,19004,Pfizer Vaccine,08/17/2021,450,POINT (-75.222805 40.002955)
Walmart Pharmacy #2169,1731 Blakeslee Boulevard Dr E,Lehighton,Carbon,PA,18235,Moderna Vaccine,08/17/2021,140,POINT (-75.74055 40.812375)
Tadziu Inc Dba The Hometown Pharmac,730 E Pittsburgh St,Greensburg,Westmoreland,PA,15601,Moderna Vaccine,08/17/2021,140,POINT (-79.527622 40.302481)
Cvs Store #01188,101 S. Main St.,Old Forge,Lackawanna,PA,18518,Moderna Vaccine,08/17/2021,140,POINT (-75.735156 41.370849)
The Giant Company Store # 6122,1969 East Third Street,Williamsport,Lycoming,PA,17701,Moderna Vaccine,08/17/2021,140,POINT (-76.96158 41.24827)
Cvs Store #01787,4950 Freemansburg Ave.,Easton,Northampton,PA,18045,Pfizer Vaccine,08/17/2021,450,POINT (-75.299996 40.649278)
The Giant Company Store # 6442,116 West Township Line Rd,Havertown,Delaware,PA,19083,Moderna Vaccine,08/17/2021,140,POINT (-75.296082 39.967758)
Rite Aid 11012,3331 Pleasant Valley Blvd.,Altoona,Blair,PA,16602,Pfizer Vaccine,08/17/2021,450,POINT (-78.401391 40.48278)
Walmart Pharmacy #2535,500 Terry Rich Blvd,Saint Clair,Schuylkill,PA,17970,Moderna Vaccine,08/17/2021,140,POINT (-76.192112 40.729089)
Cvs Store #07132,3015 E. Lincoln Highway,Thorndale,Chester,PA,19372,Moderna Vaccine,08/17/2021,140,POINT (-75.763841 39.993025)
Rite Aid 00188,805 Huntingdon Pike,Huntingdon Valley,Montgomery,PA,19006,Pfizer Vaccine,08/17/2021,450,POINT (-75.093812 40.088783)
Rite Aid 02478,129 East Centre Street,Ashland,Schuylkill,PA,17921,Pfizer Vaccine,08/17/2021,450,POINT (-76.331842 40.783757)
Sav-on Pharmacy,48 West Rd,Newtown,Bucks,PA,18940,Pfizer Vaccine,08/17/2021,450,POINT (-74.943755 40.23436)
Giant Eagle Inc.,1165 Mckinney Lane,Pittsburgh,Allegheny,PA,15220,Moderna Vaccine,08/17/2021,140,POINT (-80.035474 40.423589)
Rite Aid 11170,418 Penn St,Reading,Berks,PA,19602,Pfizer Vaccine,08/17/2021,450,POINT (-75.929145 40.335364)
Cvs Store #07253,1678 Susquehanna Rd.,Dresher,Montgomery,PA,19025,Moderna Vaccine,08/17/2021,140,POINT (-75.169938 40.14274)
Walgreens Store #03764,690 2nd Street Pike,Southampton,Bucks,PA,18966,Moderna Vaccine,08/17/2021,140,POINT (-75.043945 40.174033)
Walgreens Store #09804,180 W Main St,Uniontown,Fayette,PA,15401,Moderna Vaccine,08/17/2021,140,POINT (-79.732125 39.901122)
Cvs Store #06902,1218 E. Lancaster Ave,Bryn Mawr,Delaware,PA,19010,Pfizer Vaccine,08/17/2021,450,POINT (-75.326864 40.025651)
Cvs Store #01593,110 Green Ridge Street,Scranton,Lackawanna,PA,18509,Pfizer Vaccine,08/17/2021,450,POINT (-75.658431 41.432339)
The Giant Company Store # 6330,301 Town Center Blvd,Easton,Northampton,PA,18040,Moderna Vaccine,08/17/2021,140,POINT (-75.221014 40.712285)
Wegmans Food Markets Inc.,600 Commerce Drive,Collegeville,Montgomery,PA,19426,Moderna Vaccine,08/17/2021,140,POINT (-75.483684 40.165565)
Cvs Store #17572,100 Upland Square Dr,Pottstown,Montgomery,PA,19464,Moderna Vaccine,08/17/2021,140,POINT (-75.65458 40.268399)
Cvs Store #02040,2193 York Rd,Jamison,Bucks,PA,18929,Pfizer Vaccine,08/17/2021,450,POINT (-75.089321 40.254311)
Rite Aid 10935,331 Penn Avenue,Wilkinsburg,Allegheny,PA,15221,Pfizer Vaccine,08/17/2021,450,POINT (-79.8899 40.445397)
Rite Aid 02768,54 North Main Street,Carbondale,Lackawanna,PA,18407,Moderna Vaccine,08/17/2021,280,POINT (-75.501494 41.573878)
Cvs Store #02554,4214 Woodbourne Rd,Levittown,Bucks,PA,19057,Pfizer Vaccine,08/17/2021,450,POINT (-74.856275 40.154466)
The Giant Company Store # 6457,7150 Hamilton Boulevard,Trexlertown,Lehigh,PA,18087,Moderna Vaccine,08/17/2021,140,POINT (-75.593699 40.551865)
Walgreens Store #12669,2100 N Township Blvd,Pittston,Luzerne,PA,18640,Pfizer Vaccine,08/17/2021,1350,POINT (-75.7801 41.318294)
The Giant Company Store # 6262,502 Church St,Danville,Montour,PA,17821,Moderna Vaccine,08/17/2021,140,POINT (-76.612765 40.963446)
Rite Aid 10931,2501 Banksville Road,Pittsburgh,Allegheny,PA,15216,Pfizer Vaccine,08/17/2021,450,POINT (-80.034719 40.406717)
Rite Aid 00926,1440 East High Street,Waynesburg,Greene,PA,15370,Pfizer Vaccine,08/17/2021,450,POINT (-80.168595 39.896135)
Cvs Store #01312,1111 North 9th St.,Stroudsburg,Monroe,PA,18360,Moderna Vaccine,08/17/2021,140,POINT (-75.218575 40.989073)
Cvs Store #01947,"16 East Afton Ave., Cramer Center",Yardley,Bucks,PA,19067,Moderna Vaccine,08/17/2021,140,
Walgreens Store #03255,1319 Hanover Ave,Allentown,Lehigh,PA,18109,Pfizer Vaccine,08/17/2021,1800,POINT (-75.434206 40.618473)
Rite Aid 00558,1441 Old York Road,Abington,Montgomery,PA,19001,Moderna Vaccine,08/17/2021,280,POINT (-75.117243 40.123261)
Cvs Store #01282,317 W. Lancaster Ave.,Ardmore,Montgomery,PA,19003,Moderna Vaccine,08/17/2021,420,POINT (-75.296991 40.010892)
Rite Aid 11151,1395 East Boot Road,West Chester,Chester,PA,19380,Pfizer Vaccine,08/17/2021,450,POINT (-75.567639 39.997706)
Rite Aid 10962,575 Morgantown Rd,Uniontown,Fayette,PA,15401,Moderna Vaccine,08/17/2021,280,POINT (-79.73588 39.884464)
Walgreens Store #09078,2319 York Rd,Jamison,Bucks,PA,18929,Moderna Vaccine,08/17/2021,140,POINT (-75.087308 40.257856)
Rite Aid 06778,"27 N 7th Street, Suite 100",Allentown,Lehigh,PA,18101,Pfizer Vaccine,08/17/2021,450,POINT (-75.472055 40.603058)
Sav-on Pharmacy,105 E Street Rd,Feasterville Trevose,Bucks,PA,19053,Pfizer Vaccine,08/17/2021,450,POINT (-74.998107 40.148147)
Rite Aid 02267,452 Pond Street,Bristol,Bucks,PA,19007,Pfizer Vaccine,08/17/2021,450,POINT (-74.85467 40.099459)
Walmart Pharmacy #3228,6700 Hollywood Blvd,Delmont,Westmoreland,PA,15626,Pfizer Vaccine,08/17/2021,450,POINT (-79.590204 40.400744)
Rite Aid 00857,169 West Lancaster Avenue,Ardmore,Montgomery,PA,19003,Pfizer Vaccine,08/17/2021,450,POINT (-75.294546 40.009665)
Cvs Store #01582,1101 Mill St.,Danville,Montour,PA,17821,Pfizer Vaccine,08/17/2021,450,
Cvs Store #01901,35 N. Main St.,Bangor,Northampton,PA,18013,Moderna Vaccine,08/17/2021,140,POINT (-75.204752 40.867537)
Sav-on Pharmacy,323 Old York Rd,Jenkintown,Montgomery,PA,19046,Moderna Vaccine,08/17/2021,140,POINT (-75.126544 40.089983)
Rite Aid 11119,644 Lancaster Ave,Wayne,Chester,PA,19087,Pfizer Vaccine,08/17/2021,450,POINT (-75.361636 40.037967)
Walmart Pharmacy #1640,1665 N Atherton St,State College,Centre,PA,16803,Moderna Vaccine,08/17/2021,140,POINT (-77.89679 40.808136)
Llewellyns Pharmacy,703 Main St,Avoca,Luzerne,PA,18641,Pfizer Vaccine,08/17/2021,450,POINT (-75.741816 41.337966)
Rite Aid 04256,1321 Easton Road,Abington,Montgomery,PA,19001,Pfizer Vaccine,08/17/2021,450,POINT (-75.131256 40.126834)
Giant Eagle Inc.,1356 Hoffman Blvd,West Mifflin,Allegheny,PA,15122,Moderna Vaccine,08/17/2021,140,POINT (-79.868676 40.382318)
Weis Markets Inc,1643 Manheim Pike,Lancaster,Lancaster,PA,17601,Moderna Vaccine,08/17/2021,140,POINT (-76.341616 40.082647)
Cvs Store #01324,28 North Claude A Lord Blvd,Pottsville,Schuylkill,PA,17901,Pfizer Vaccine,08/17/2021,450,POINT (-76.193974 40.68656)
Rite Aid 04286,5201 Spring Road Suite 6,Shermans Dale,Perry,PA,17090,Pfizer Vaccine,08/17/2021,450,POINT (-77.16542 40.319769)
Rite Aid 06712,"100 Forbes Avenue, Ste 100",Pittsburgh,Allegheny,PA,15222,Pfizer Vaccine,08/17/2021,450,POINT (-80.003733 40.441084)
Cvs Store #17563,3835 Dryland Way,Easton,Northampton,PA,18045,Moderna Vaccine,08/17/2021,140,POINT (-75.286806 40.713641)
Rite Aid 01983,102 Easton Road,Nazareth,Northampton,PA,18064,Pfizer Vaccine,08/17/2021,450,POINT (-75.313537 40.732505)
Rite Aid 03571,103 West Allegheny Road,Imperial,Allegheny,PA,15126,Pfizer Vaccine,08/17/2021,450,POINT (-80.238823 40.442274)
Walgreens Store #04356,10 York Rd,Warminster,Bucks,PA,18974,Moderna Vaccine,08/17/2021,140,POINT (-75.102919 40.190788)
Cvs Store #05101,3870 Washington Rd.,Mcmurray,Washington,PA,15317,Moderna Vaccine,08/17/2021,140,POINT (-80.127336 40.272749)
The Giant Company Store # 6011,2450 Chemical Road,Plymouth Meeting,Montgomery,PA,19462,Moderna Vaccine,08/17/2021,140,POINT (-75.292326 40.101766)
Walgreens Store #09674,133 W 8th Ave,Homestead,Allegheny,PA,15120,Moderna Vaccine,08/17/2021,140,POINT (-79.912842 40.405519)
Sav-on Pharmacy,2775 W Main St,Norristown,Montgomery,PA,19403,Moderna Vaccine,08/17/2021,140,POINT (-75.395002 40.146577)
Walgreens Store #07225,1 Yorktown Plz,Elkins Park,Montgomery,PA,19027,Moderna Vaccine,08/17/2021,140,POINT (-75.127326 40.078569)
Rite Aid 10891,843 Rostraver Road,Belle Vernon,Westmoreland,PA,15012,Pfizer Vaccine,08/17/2021,450,POINT (-79.842985 40.13649)
Rite Aid 10916,517 Beaver Street,Sewickley,Allegheny,PA,15143,Pfizer Vaccine,08/17/2021,450,POINT (-80.179955 40.539859)
Cvs Store #07073,290 Pottstown Ave.,Pennsburg,Montgomery,PA,18073,Pfizer Vaccine,08/17/2021,450,POINT (-75.500028 40.395251)
Walgreens Store #09673,3180 Carlisle Rd,Dover,York,PA,17315,Pfizer Vaccine,08/17/2021,900,POINT (-76.823759 39.983929)
Rite Aid 11031,4 Ballast Lane,Stewartstown,York,PA,17363,Pfizer Vaccine,08/17/2021,450,POINT (-76.589932 39.759474)
Rite Aid 06741,1600 9th Ave Ste 35,Altoona,Blair,PA,16602,Pfizer Vaccine,08/17/2021,450,POINT (-78.402312 40.510245)
The Giant Company Store # 6120,255 Cumberland Parkway,Mechanicsburg,Cumberland,PA,17055,Moderna Vaccine,08/17/2021,140,POINT (-76.982548 40.193781)
Rite Aid 02474,59 North Main Street,Port Allegany,McKean,PA,16743,Pfizer Vaccine,08/17/2021,450,POINT (-78.283799 41.815517)
Rite Aid 00264,375 Philadelphia Street,Indiana,Indiana,PA,15701,Moderna Vaccine,08/17/2021,280,POINT (-79.145037 40.622848)
The Giant Company Store # 6314,216 East Fairmount St,Coopersburg,Lehigh,PA,18036,Moderna Vaccine,08/17/2021,140,POINT (-75.38429 40.51594)
The Giant Company Store # 6006,136 Kline Village,Harrisburg,Dauphin,PA,17104,Moderna Vaccine,08/17/2021,140,POINT (-76.840604 40.271531)
Rite Aid 04288,3773 Peters Mountain Rd.,Halifax,Dauphin,PA,17032,Pfizer Vaccine,08/17/2021,450,POINT (-76.926344 40.454288)
The Giant Company Store # 6288,221 Glimcher Drive,Duncansville,Blair,PA,16635,Moderna Vaccine,08/17/2021,140,POINT (-78.410863 40.432065)
The Giant Company Store # 6505,1375 Boot Road,West Chester,Chester,PA,19380,Moderna Vaccine,08/17/2021,140,POINT (-75.550014 39.98898)
Walgreens Store #09672,5200 New Falls Rd,Levittown,Bucks,PA,19056,Moderna Vaccine,08/17/2021,140,POINT (-74.875805 40.140332)
Rite Aid 01314,501 Main Street Ste 2,White Haven,Luzerne,PA,18661,Pfizer Vaccine,08/17/2021,450,POINT (-75.772855 41.059963)
Cvs Store #04270,10 Davis St,Bradford,McKean,PA,16701,Moderna Vaccine,08/17/2021,140,POINT (-78.64509 41.956826)
Cvs Store #02730,342 N. Lewis Rd.,Royersford,Montgomery,PA,19468,Pfizer Vaccine,08/17/2021,450,POINT (-75.535724 40.197007)
Rite Aid 10975,201 West Mahoning Street,Punxsutawney,Jefferson,PA,15767,Pfizer Vaccine,08/17/2021,450,POINT (-78.972842 40.943165)
Rite Aid 11056,6822 Hamilton Boulevard,Allentown,Lehigh,PA,18106,Moderna Vaccine,08/17/2021,280,POINT (-75.59109 40.552671)
Cvs Store #02459,305 West Fourth Street,Bethlehem,Northampton,PA,18015,Moderna Vaccine,08/17/2021,420,POINT (-75.382718 40.610352)
Cvs Store #01583,1 North Main Street,Shickshinny,Luzerne,PA,18655,Moderna Vaccine,08/17/2021,140,POINT (-76.150043 41.15335)
The Giant Company Store # 6314,216 East Fairmount St,Coopersburg,Lehigh,PA,18036,Pfizer Vaccine,08/17/2021,450,POINT (-75.38429 40.51594)
Sams Pharmacy #4847,6211 Route 30,Greensburg,Westmoreland,PA,15601,Moderna Vaccine,08/17/2021,140,
Cvs Store #01918,840 Wayne Avenue,Chambersburg,Franklin,PA,17201,Pfizer Vaccine,08/17/2021,450,POINT (-77.654819 39.916022)
Walmart Pharmacy #5356,300 Resort Plaza Dr,Blairsville,Indiana,PA,15717,Pfizer Vaccine,08/17/2021,450,POINT (-79.226792 40.442946)
Cvs Store #07670,620 Old Philadelphia Rd.,Easton,Northampton,PA,18042,Moderna Vaccine,08/17/2021,140,POINT (-75.210564 40.677799)
Weis Markets Inc,5020 Route 873,Schnecksville,Lehigh,PA,18078,Moderna Vaccine,08/17/2021,140,POINT (-75.613976 40.677148)
Cvs Store #05462,1991 Sproul Rd.,Broomall,Delaware,PA,19008,Moderna Vaccine,08/17/2021,280,POINT (-75.356299 39.961234)
Weis Markets Inc,2600 Willow St Pike North,Willow Street,Lancaster,PA,17584,Moderna Vaccine,08/17/2021,140,POINT (-76.27983 39.984716)
Rite Aid 03804,10 Newport Pl,Newport,Perry,PA,17074,Pfizer Vaccine,08/17/2021,450,POINT (-77.113785 40.493228)
The Giant Company Store # 6273,600 E Lancaster Ave,Shillington,Berks,PA,19607,Moderna Vaccine,08/17/2021,140,
The Giant Company Store # 6464,721 W.sproul Road,Springfield,Delaware,PA,19064,Moderna Vaccine,08/17/2021,140,POINT (-75.351974 39.934844)
Rite Aid 11158,160 North Gulph Road Ste1088,King Of Prussia,Montgomery,PA,19406,Pfizer Vaccine,08/17/2021,450,POINT (-75.391771 40.085626)
The Hometown Pharmacy,20 E Lawrence St,New Castle,Lawrence,PA,16101,Moderna Vaccine,08/17/2021,140,POINT (-80.346667 40.997833)
Rite Aid 10961,4185 Washington Road,Mcmurray,Washington,PA,15317,Pfizer Vaccine,08/17/2021,450,POINT (-80.13319 40.262848)
